id,source,category,text,content_type,is_time_sensitive,has_missing_values,structured_fields,potential_duplicate,duplicate_group,chunk_id,text_length,word_count
084,GRA_Construction_Sector_Tax,sector_specific,"Tax Obligations in the Construction Sector in Ghana. Construction companies: CIT at 25% on profits. WHT: Every client who pays a construction company for services must withhold 7.5% (for resident companies) and remit to GRA. This WHT is creditable for the construction company against its CIT. VAT: Construction services are generally standard-rated (21.9% effective rate). Construction contracts: Retention amounts (money held back until project completion) are taxable when they become due or are received. Sub-contractors: Main contractors who pay sub-contractors must deduct 7.5% WHT. Sub-contractors should ensure their WHT certificates are collected and used to offset their CIT. Equipment imports: Construction equipment is subject to customs duty. Equipment leasing: Lease payments are deductible if the equipment is used for business. Capital allowances: Construction equipment (bulldozers, cranes, mixers) qualifies for capital allowances. Transfer of land/property in construction context: Stamp duty on any land purchases. Road construction government contracts: Subject to WHT deduction by the government agency contracting. Government agencies are mandated to withhold taxes on all contractor payments — contractor should always request WHT certificates.",formal,False,False,"{'tax_rates_mentioned': ['7.5', '25', '21.9'], 'is_qa_format': False, 'has_step_instructions': False}",False,,084,1268,174
085,GRA_Transport_Sector_Tax,sector_specific,"Tax in Ghana's Transport Sector. Taxi and trotro drivers: Self-employed — must register for TIN and declare income. In practice individual drivers are rarely audited but legally they have tax obligations on their net income. Vehicle hire and car rental companies: CIT on profits. VAT on car rental fees. WHT: Car rentals to companies attract WHT. Uber and Bolt drivers: Self-employed — income is taxable. Income may attract 7.5% WHT if the platform deducts on payments. Logistics companies: CIT, VAT on freight services (domestic freight is VAT-taxable). Airlines and aviation: International air travel: Input services are zero-rated. Domestic air travel: VAT applies (domestic passenger transport by air is taxable — unlike road transport which is exempt). Shipping companies: Income from international shipping in Ghanaian waters may be exempt under DTAs or specific exemptions — complex area. Fuel: Petroleum products (petrol, diesel, kerosene) are subject to energy sector levies (ESLA) and excise duty — administered by the Energy Commission and GRA jointly. Vehicle import: Used vehicles (Tokunbo cars) are subject to customs duty calculated on a depreciation schedule of the vehicle's value.",formal,False,False,"{'tax_rates_mentioned': ['7.5'], 'is_qa_format': False, 'has_step_instructions': False}",False,,085,1198,181
086,GRA_Tax_Investigations_Enforcement,enforcement,"GRA Tax Investigations and Enforcement Powers. The Revenue Administration Act 2016 (Act 915) grants GRA broad powers. Access to information: GRA can issue notices to any person (including banks, telcos, government agencies) to provide information relevant to a taxpayer's affairs. Search and entry: GRA officers can obtain court warrants to enter premises and search for records. Asset preservation orders: GRA can apply for court orders to freeze assets of a taxpayer suspected of evading tax and at risk of dissipating assets. Recovery of tax: GRA can issue a garnishee notice to a person who owes money to a tax debtor, requiring them to pay GRA directly. GRA can seize and sell goods to recover tax debts. GRA can recover tax from directors personally in cases of company tax defaults under certain conditions. Limitation period: GRA generally has 6 years from the filing date to raise an assessment (statute of limitations). For fraud or wilful evasion: No time limit. Information sharing: GRA shares information with SSNIT, Registrar General, Lands Commission, Bank of Ghana, Ghana Police Service, Economic and Organised Crime Office (EOCO) and FIC. AEOI (Automatic Exchange of Information): Ghana participates in the OECD Common Reporting Standard (CRS) — financial institutions report foreign account holders to GRA which exchanges info with treaty partners.",formal,True,False,"{'is_qa_format': False, 'has_step_instructions': False}",False,,086,1366,212
087,GRA_Tax_Refunds_Process,refunds,How to Claim a Tax Refund from GRA. A taxpayer may be entitled to a refund where: Excess PAYE was deducted beyond actual tax liability for the year. Input VAT exceeds output VAT (VAT refund/credit). Provisional tax payments exceed the final CIT liability. WHT deducted exceeds the tax liability. Process for income tax refund: File the annual tax return accurately showing the overpayment. GRA will compute the net refund due. Apply in writing or through the portal for the refund. GRA conducts a verification exercise before releasing the refund. Refunds can take several weeks to months depending on the amount and GRA's workload. GRA may apply a refund against other outstanding tax liabilities before issuing the net refund. VAT refund: File monthly returns accurately showing cumulative credit. Apply for a refund if the credit has accumulated for 3 or more consecutive months. GRA conducts a VAT audit or verification before approving refunds. GRA may issue a credit note (offset against future liabilities) rather than a cash refund in some cases. Interest on delayed refunds: Under Act 915 GRA must pay interest on refunds that are not made within 3 months of a valid claim — at the Bank of Ghana rate. Document everything — GRA will want proof of all input VAT claimed.,formal,False,False,"{'deadlines': [{'type': 'timeframe', 'value': '3 months'}], 'is_qa_format': False, 'has_step_instructions': False}",False,,087,1278,213
088,GRA_Corporate_Governance_Directors_Tax,corporate_tax,"Directors' Tax Obligations in Ghana. Director fees and emoluments: Director fees paid to a resident director by a Ghana company are subject to 20% WHT. This WHT is creditable — the director includes the fees in their income tax return and credits the 20% against total liability. Director fees paid to a non-resident director: 20% WHT which is a final tax. Executive directors (working directors with employment contracts): Their salary and benefits are treated as employment income subject to PAYE, not WHT on director fees — separate treatment from non-executive directors. Personal liability of directors: Under the Revenue Administration Act, company directors can be personally assessed for unpaid PAYE, WHT and other taxes the company failed to remit, if the failure was due to the director's acts or omissions. Directors should ensure their companies are compliant. Director loans: Loans from a company to a director that are not repaid within 12 months can be treated as a dividend by GRA, attracting 8% WHT. Minutes of board meetings approving director fees must be maintained. Non-resident directors: Must obtain a TIN even if they do not reside in Ghana. GRA expects companies to maintain a register of all directors for compliance purposes.",formal,False,False,"{'tax_rates_mentioned': ['20', '8'], 'deadlines': [{'type': 'timeframe', 'value': '12 months'}], 'is_qa_format': False, 'has_step_instructions': False}",False,,088,1252,200
089,GRA_Partnership_Tax_Guide,corporate_tax,"Tax Treatment of Partnerships in Ghana. A partnership (two or more persons carrying on business together for profit) is transparent for income tax purposes in Ghana. The partnership itself does not pay income tax. Instead each partner is taxed individually on their share of partnership profits at the individual graduated income tax rates. Accounting: The partnership must maintain books of account and prepare annual financial statements. A partnership return must be filed showing the allocation of income to each partner. Each partner then includes their share in their own individual income tax return. WHT obligations: The partnership (as a business entity) has the same WHT, PAYE and VAT obligations as any other business. VAT registration: If the partnership's turnover exceeds GHS 200,000, the partnership must register for VAT. Partners' drawings: Drawings (amounts taken out by partners during the year) are not deductible expenses — they are advances against profits and taxed when the profits are allocated. Salary to a partner: A salary paid by the partnership to a partner (for managing the business) is treated as a profit allocation, not an employment deduction — different from employee salaries. Dissolution of partnership: Any gains on distributing assets to partners may attract CGT.",formal,False,False,"{'ghs_amounts_mentioned': ['200,000,'], 'is_qa_format': False, 'has_step_instructions': False}",False,,089,1304,201
090,GRA_Tax_Planning_Legitimate_Guide,tax_planning,"Legitimate Tax Planning vs Tax Evasion in Ghana. Tax planning (arranging affairs to minimise tax within the law) is legal. Tax evasion (concealing income, falsifying records, making false statements) is illegal. Examples of legitimate tax planning: Investing in sectors with tax incentives (agriculture, manufacturing in certain regions). Claiming all allowable deductions and reliefs you are legally entitled to. Timing income recognition and deductible expenditure. Using the most appropriate business structure (sole trader vs company vs partnership) based on the tax implications. Using capital allowances to reduce taxable profits. Investing in GSE-listed shares to earn CGT-exempt gains. Contributing to approved pension schemes (contributions are deductible). Anti-avoidance rules: The Income Tax Act has General Anti-Avoidance Rules (GAAR) that allow GRA to disregard or adjust arrangements that are artificial, have no commercial substance and exist purely to avoid tax. Specific anti-avoidance rules exist for transfer pricing, thin capitalisation (limitation on interest deductions where debt-to-equity is too high) and controlled foreign corporations. If in doubt whether a planning arrangement is legitimate, consult a qualified tax professional and consider applying to GRA for a binding ruling.",formal,False,False,"{'is_qa_format': False, 'has_step_instructions': False}",False,,090,1309,181
091,GRA_Thin_Capitalisation_Rules,corporate_tax,"Thin Capitalisation Rules in Ghana. Thin capitalisation occurs when a company is financed predominantly by debt rather than equity, especially debt from related parties. This can be used to shift profits out of Ghana as deductible interest payments. Ghana's thin capitalisation rules under the Income Tax Act 2015 (Act 896) limit the amount of interest deductible when the company's debt-to-equity ratio exceeds 3:1 (for financial institutions) or general rules for other companies. Specifically: A company may not deduct interest on debts to related persons to the extent that the total debt exceeds 3 times the equity of the company. Excess interest is disallowed as a deduction. Disallowed interest cannot be carried forward. The rule applies to both outbound (to foreign related parties) and inbound (from foreign parents) loans. Related party: A person directly or indirectly holding 25% or more of shares or voting rights. Exemptions: Interest deductible on arm's length third-party debt is not affected. GRA may waive the rule if the company can demonstrate the debt is commercially justified (requires application). This rule is applied in conjunction with Transfer Pricing rules. Documentation of all related-party loans should be maintained.",formal,True,False,"{'tax_rates_mentioned': ['25'], 'is_qa_format': False, 'has_step_instructions': False}",False,,091,1251,190
092,GRA_Capital_Allowances_Guide,corporate_tax,"Capital Allowances in Ghana. Capital allowances are the tax equivalent of accounting depreciation — they allow businesses to deduct the cost of capital assets against income over time. Depreciable assets are grouped into classes: Class 1 (computers, software, data handling equipment): 40% reducing balance per year. Class 2 (automobiles, buses, minibuses, construction and earth-moving equipment): 30% reducing balance. Class 3 (rail cars, locomotives, vessels, aircraft): 20% reducing balance. Class 4 (plant and machinery): 20% reducing balance. Class 5 (buildings, structures, works of a permanent nature): 10% straight-line. Class 6 (mining development expenditure): Up to 80% in year 1 (full deduction in mining sector). Class 7 (mineral exploration expenditure): 100% deduction. First year allowance: A 50% first-year allowance on top of the normal rate is available for assets in Classes 1 to 4 in the year of acquisition. Assets used partly for business and partly privately: Only the business proportion is allowed. Sale of depreciable assets: Recalculated against the tax written-down value — excess proceeds are income; deficit is an additional deduction. Land: Not a depreciable asset. Pre-business expenses (incorporation costs, feasibility studies): Treated as a Class 4 asset.",formal,False,False,"{'tax_rates_mentioned': ['40', '80', '50', '30', '10', '20', '100'], 'is_qa_format': False, 'has_step_instructions': False}",False,,092,1292,188
093,GRA_Loss_Carry_Forward_Rules,corporate_tax,"Tax Loss Carry Forward in Ghana. When a business makes a tax loss (allowable deductions exceed income), the loss can be carried forward and set off against taxable income of subsequent years. Time limit: Losses can be carried forward for a maximum of 5 years. Losses not utilised within 5 years are forfeited. Restrictions: Ring-fenced activities: Mining losses can only be offset against mining income from the same mine (each mine is ring-fenced). Petroleum losses: Ring-fenced per petroleum agreement/field. Change of ownership: Where more than 50% of the ownership of a company changes and the company's activities change significantly, GRA may deny the carry forward of pre-change losses. Consolidated groups: Ghana does not have a formal group loss relief system — each company is taxed separately. Intra-group loss transfer is not allowed. Best practice: Maintain clear records showing the origin and utilisation of tax losses across years. Companies with accumulated losses should review their loss utilisation strategy before losses expire. GRA will scrutinise large carried-forward losses — ensure documentation supports the losses claimed. Losses from exempt income sources: Losses from exempt activities cannot be offset against taxable income.",formal,False,False,"{'tax_rates_mentioned': ['50'], 'deadlines': [{'type': 'timeframe', 'value': '5 years'}], 'is_qa_format': False, 'has_step_instructions': False}",False,,093,1256,188
094,GRA_Tax_Residency_Individuals_Detail,income_tax,"Determination of Tax Residency for Individuals in Ghana. An individual is a resident of Ghana for tax purposes if they: 1. Have a permanent home (domicile) in Ghana and are present in Ghana at any time during the year. OR 2. Are present in Ghana for 183 days or more in any 12-month period (including periods that straddle two calendar years). OR 3. Are an employee or official of the Government of Ghana posted abroad. OR 4. Are present in Ghana at the end of the year and were present for 30 days in that year and were resident in Ghana for 2 of the 4 preceding years. Non-resident: An individual who does not meet any of the above tests is non-resident. Non-residents are only taxed on Ghana-source income. Dual residency: If an individual is also a tax resident of another country, a DTA may apply to resolve the residency conflict — the tie-breaker rules in the DTA typically look at permanent home, centre of vital interests, habitual abode, and nationality in that order. Days counting: A day of presence is any day the individual is physically in Ghana, including partial days. 180 vs 183 rule: The Act states 183 days. Fractional year: If a person becomes resident partway through the year, they are resident from the date of arrival for that year. GRA can request entry/exit records from Immigration Service to verify day counts.",formal,True,False,"{'is_qa_format': False, 'has_step_instructions': False}",False,,094,1339,235
095,GRA_International_Tax_CbCR,transfer_pricing,"Country-by-Country Reporting (CbCR) in Ghana. Ghana implemented Country-by-Country Reporting as part of the OECD BEPS (Base Erosion and Profit Shifting) Action 13 package. Who must file: Ultimate Parent Entities (UPEs) of multinational enterprise (MNE) groups that are resident in Ghana AND have consolidated annual revenue of USD 850 million (or GHS equivalent) or more must file a CbCR with GRA. Where the UPE is not in Ghana: A Ghanaian constituent entity of such a group may be required to file a surrogate or secondary mechanism CbCR with GRA. What is in a CbCR: Revenue, profit, taxes paid, number of employees, and tangible assets for each jurisdiction where the MNE operates. Filing deadline: 12 months from the last day of the MNE group's fiscal year. Use of CbCR: GRA uses CbCR data to identify high-level TP risks and select companies for TP audit. CbCR data is not used directly to make transfer pricing adjustments but as a risk assessment tool. Exchange of CbCR: Ghana exchanges CbCR data with other jurisdictions under competent authority agreements. Master file and Local file: Required of large taxpayers with related party transactions regardless of the CbCR threshold. Penalties for non-filing: GHS 15,000 plus continuing penalties.",formal,False,False,"{'ghs_amounts_mentioned': ['15,000'], 'is_qa_format': False, 'has_step_instructions': False}",False,,095,1251,199
096,GRA_Withholding_Tax_Service_Fees,withholding_tax,"WHT on Service Fees — Detailed Guide. Service fees are amounts paid for services rendered. The WHT rate depends on the type of payer, recipient and service: Resident individuals providing services: 7.5% creditable WHT. Resident companies providing services: 7.5% creditable WHT. Non-resident service providers: 20% final WHT (this covers management fees, technical services, consultancy, professional fees). When does the 7.5% WHT on services apply? Any payment by a withholding tax agent (registered employer or company) to a resident for services. Common examples: Payments to consultants, accountants, lawyers, IT contractors, security companies, cleaning companies, catering companies, transport companies for hire. Does not apply to: Payments to employees (that is PAYE), payments to VAT-registered suppliers where VAT invoice is issued (debate on whether BOTH WHT and VAT apply — generally yes, WHT is still required on the service fee portion). Practice issue: Some businesses do not know they must withhold — causing them to become personally liable for the undeducted WHT. Government agencies: Ministries, Departments and Agencies (MDAs) are designated WHT agents and must withhold on all payments to contractors and service providers regardless of amount.",formal,False,False,"{'tax_rates_mentioned': ['7.5', '20'], 'is_qa_format': False, 'has_step_instructions': False}",False,,096,1265,184
097,GRA_TIN_Usage_Requirements_2024,tin_registration,"Where is a TIN Required in Ghana — Expanded List. A TIN is mandatory for the following transactions and activities: Banking: Opening and maintaining a bank account. All commercial banks and microfinance institutions require TIN for new accounts. Existing accounts: Banks have been required to collect TINs from all existing customers. Property transactions: Purchasing land or property. Registering a title at Lands Commission. Applying for a building permit at the Metropolitan/Municipal/District Assembly. Vehicle transactions: Registering a new vehicle. Transferring vehicle ownership. Insurance: Obtaining vehicle insurance (some insurers require TIN). Imports and Exports: Customs clearance of goods at port. Export documentation. Professional licences: Obtaining a business operating permit. Registering as a professional (doctors, lawyers, engineers — their regulatory bodies may require TIN). Government contracts: Bidding for government procurement. Receiving payment from a government agency. Travel: Not mandatory for passport but some applications require proof of tax compliance. Investment: Opening a stock brokerage account at the Ghana Stock Exchange. Buying treasury bills and government bonds. Opening a unit trust account. Education: Some scholarship applications require TIN. Utilities: Applying for commercial electricity connection. Using TIN fraudulently is a criminal offence.",formal,False,False,"{'is_qa_format': False, 'has_step_instructions': False}",False,,097,1400,187
098,GRA_Pension_Retirement_Tax,income_tax,"Tax Treatment of Pensions and Retirement Income in Ghana. Three-Tier Pension System: Tier 1 (SSNIT): Mandatory. Employee contributes 5.5% and employer contributes 13% of gross salary. Employee contributions are deductible from income for PAYE purposes. SSNIT monthly pension income: The first GHS 3,500 per year (verify current threshold) of SSNIT pension is exempt from income tax. Excess is taxable at graduated rates. Tier 2 (Mandatory Occupational Pension): 5% employer contribution plus some employee voluntary contribution managed by a licensed fund manager. Contributions are deductible. Lump sum benefits paid on retirement, death or permanent disability are generally exempt up to the statutory limit. Tier 3 (Voluntary provident fund or personal pension): Contributions are deductible up to 16.5% of assessable income. Withdrawals before retirement age: Taxable as income (subject to penalty under the National Pensions Act if withdrawn early). Gratuity (lump sum on retirement): The first 25% of total emoluments over the employment period (or the formula-based amount) is exempt. The balance is taxable at the marginal rate. Many public sector workers receive substantial gratuity — the exemption is significant. Provident fund lump sums: Amounts contributed plus investment returns paid out at retirement — the original contributions were pre-tax so the lump sum is taxable, but retirement benefits rules apply.",formal,True,False,"{'tax_rates_mentioned': ['25', '5.5', '16.5', '13', '5'], 'ghs_amounts_mentioned': ['3,500'], 'is_qa_format': False, 'has_step_instructions': False}",False,,098,1424,208
099,GRA_Anti_Corruption_Tax_Integrity,tax_education,"GRA Integrity and Anti-Corruption Measures. GRA has measures to combat corruption within its own organisation. The GRA Integrity Hotline: taxpayers and members of the public can report corrupt GRA officials who demand bribes or engage in corrupt conduct. Hotline: 0800-900-110 or email integrity@gra.gov.gh. Reports are confidential. A GRA officer who demands a bribe commits a criminal offence under the Office of the Special Prosecutor Act and the Ghana Integrity Initiative guidelines. Taxpayers should never pay a bribe. If an officer demands a bribe: Note the officer's name, ID badge number and the amount demanded. Do not pay. Report immediately to the GRA Integrity Unit or CHRAJ (Commission for Human Rights and Administrative Justice) or the Office of the Special Prosecutor. GRA officers are required to issue receipts for all payments. Never make cash payments directly to an officer — always pay through the official channels (bank, Mobile Money, portal) using the official GRA payment reference. Citizens paying taxes through official channels get proper receipts and their payment is recorded in the GRA system. Bribery of a tax officer can result in prosecution of both the briber and the official.",formal,False,False,"{'is_qa_format': False, 'has_step_instructions': False}",False,,099,1214,189
100,GRA_Data_Cleaning_Notes_META,metadata,"INTERNAL NOTE — DATA QUALITY ISSUES IN THIS RAW DATASET (for RAG pipeline data cleaning team).  The following intentional raw data quality issues exist throughout this dataset that the cleaning pipeline should handle:  1. Inconsistent number formatting: Some amounts written as GHS 200,000 others as GHS200,000 and sometimes 200000 GHS.  2. Typos and informal language: Some records contain deliberate informal spellings, shorthand and pidgin language (see records 078, 020 Q&A sections) — these should be preserved for conversational RAG but perhaps tagged differently.  3. Date references: Some records say 2024 budget others say as amended — the cleaning pipeline should flag time-sensitive fields for review.  4. Inconsistent rate quoting: Some records use 21.9% others use approximately 22% for the total effective VAT rate — these are both approximately correct and the cleaning pipeline should normalise.  5. Repeated information: Some tax rates and registration thresholds are mentioned in multiple records — this is intentional for RAG recall but the cleaning step should ensure all references are consistent with the most current legislation.  6. Missing values: Some records end mid-sentence or have incomplete examples — these were intentional raw data artifacts.  7. Category tagging: The category field uses underscores inconsistently.  8. Source attribution format: Sources use underscores and abbreviated names — a normalisation pass is needed.  9. Duplicate coverage: Records 011 012 013 014 all cover VAT — intended for broader embedding coverage but should be deduplicated at chunk level.  10. Numerical inconsistency: PAYE bands in record 004 should be verified against the Income Tax Act and the most recent budget amendment — numbers cited may be one budget year old.",formal,False,False,,False,,100,1789,269
